,seats,kms_driven,manufacturing_year,mileage(kmpl),engine(cc),max_power(bhp),torque(Nm),price(in lakhs)
602,5,25000,2019,15,1991,1991,1944,49.75
603,5,23592,2019,20.3,1086,1086,68,4.71
604,5,69000,2014,17.4,1497,1497,1173,4.9
605,5,70000,2016,14.8,1591,1591,1213,7.95
606,5,3500,2023,2999,36207,36207,500,1.78
607,5,64155,2015,19.4,1198,1198,868,3.18
608,5,38000,2018,20,2143,2143,1073,17.49
609,5,68018,2017,20.14,1197,1197,8186,4.12
610,5,14000,2022,19.39,1462,1462,10164,19.9
611,5,29846,2018,17.5,1199,1199,887,7.6
612,5,26092,2017,23.84,1199,1199,8383,4.5
613,5,50823,2019,1197,8180,8180,113,5.5
614,5,5200,2020,10.31,2998,2998,33525,69.75
615,7,36050,2018,17.3,1497,1497,121,8.99
616,5,90932,2017,18,1497,1497,1176,7.86
617,5,53000,2021,14.6,1956,1956,16767,20
618,5,11848,2020,12.6,1950,1950,194,39.9
619,7,73580,2014,17.3,1497,1497,1173,4.66
620,5,22600,2019,16,1368,1368,160,14.9
621,5,36000,2019,18.25,1968,1968,18774,27.5
622,5,44275,2021,1497,8877,8877,200,6.2
623,5,52000,2020,18.6,1197,1197,8186,6.25
625,7,26000,2021,14.08,1956,1956,16767,20
626,5,45239,2018,20.73,1373,1373,911,6.33
627,5,51000,2017,13.7,1991,1991,183,21
628,5,102973,2019,24.3,1248,1248,885,7.99
629,5,87000,2016,18.53,1968,1968,18774,19
630,5,40000,2014,19.1,1197,1197,858,3.7
631,5,63952,2014,18.9,1197,1197,82,3.55
632,7,58000,2018,15.1,2179,2179,15287,12
633,5,7000,2023,9.8,2995,2995,340,1.12
634,5,46310,2019,17,1198,1198,1085,8.74
635,6,42000,2020,11.67,1451,1451,141,16
636,5,94498,2015,17.8,1497,1497,1173,5.81
637,5,9300,2022,11.2,1969,1969,250,66
638,5,37000,2019,13.38,2993,2993,26150,71.99
639,5,144234,2019,25.5,1498,1498,986,5.52
640,5,48000,2017,20.85,1197,1197,8314,5.1
641,5,19000,2021,15.8,1997,1997,24674,80
642,5,114658,2016,18.6,1197,1197,8183,5.21
643,5,71000,2015,17.11,1968,1968,17433,12.65
644,5,8000,2022,1197,8850,8850,113,5.95
645,7,26000,2021,14.08,1956,1956,16767,20
646,5,45239,2018,20.73,1373,1373,911,6.33
647,5,51000,2017,13.7,1991,1991,183,21
648,5,102973,2019,24.3,1248,1248,885,7.99
649,5,87000,2016,18.53,1968,1968,18774,19
650,5,40000,2014,19.1,1197,1197,858,3.7
651,5,63952,2014,18.9,1197,1197,82,3.55
652,7,58000,2018,15.1,2179,2179,15287,12
653,5,7000,2023,9.8,2995,2995,340,1.12
654,5,46310,2019,17,1198,1198,1085,8.74
655,6,42000,2020,11.67,1451,1451,141,16
656,5,94498,2015,17.8,1497,1497,1173,5.81
657,5,9300,2022,11.2,1969,1969,250,66
658,5,37000,2019,13.38,2993,2993,26150,71.99
659,5,144234,2019,25.5,1498,1498,986,5.52
660,5,48000,2017,20.85,1197,1197,8314,5.1
661,5,19000,2021,15.8,1997,1997,24674,80
662,5,114658,2016,18.6,1197,1197,8183,5.21
663,5,71000,2015,17.11,1968,1968,17433,12.65
664,5,8000,2022,1197,8850,8850,113,5.95
665,5,28000,2018,16.55,1995,1995,1877,39.9
666,5,38616,2019,17.5,1199,1199,887,7.41
667,5,30000,2019,15.1,1798,1798,178,21.5
668,5,33093,2018,18.6,1197,1197,8183,6.81
669,5,33000,2019,17.05,1995,1995,184,29
670,7,57000,2019,11.36,2755,2755,1715,17.5
671,5,75206,2018,19.87,1461,1461,838,6.49
672,5,40000,2019,16,1368,1368,160,15
673,5,42000,2016,17.9,2143,2143,136,17.6
674,5,96241,2016,18.9,1197,1197,82,3.77
675,7,34214,2022,26.11,1462,1462,8663,12.75
676,5,55818,2015,20.73,1373,1373,911,6.61
677,5,80000,2020,15.8,1997,1997,24674,68
678,5,40000,2018,26.6,998,998,5816,4
679,5,70516,2015,998,671,671,90,3.11
680,5,48000,2020,20.52,1197,1197,8180,5.75
681,5,94000,2015,20.37,1995,1995,18774,16.9
682,5,80627,2016,15.29,1591,1591,1213,8.16
683,5,49000,2015,14.3,1598,1598,10352,5.25
685,5,19000,2020,18.8,3456,3456,25881,82
686,5,53311,2017,17.5,1199,1199,887,6.75
687,5,70000,2018,18.6,1197,1197,8186,5.85
688,5,108836,2016,18.6,1197,1197,8183,4.49
689,5,40000,2018,15.97,2993,2993,258,42.5
690,5,120000,2017,24.3,1248,1248,885,6
691,5,44525,2016,19.12,1373,1373,911,6.93
693,5,80000,2015,15.97,2993,2993,258,26.5
694,5,64862,2018,17.5,1199,1199,887,6.07
695,5,100000,2012,16.8,1497,1497,1163,2.95
696,5,63839,2016,21.4,1197,1197,831,5.59
697,5,14000,2022,2996,38487,38487,520,81.9
698,5,50000,2014,18.9,1197,1197,82,3.75
699,5,113820,2019,20,1497,1497,115,7.89
700,5,110000,2017,28.09,1248,1248,885,5
701,5,31000,2018,15.8,1591,1591,1213,8.65
702,5,97610,2018,28.4,1248,1248,7402,5.64
703,5,44000,2019,17.5,1498,1498,996,6.25
704,5,34496,2019,12.6,1950,1950,194,39
706,5,75163,2016,21.4,1197,1197,831,5.14
707,5,6900,2022,20.65,1462,1462,10325,10.25
708,5,89961,2015,18,1198,1198,867,3.74
709,5,4000,2022,19.62,1995,1995,18740,54
710,5,54000,2021,14.6,1956,1956,16767,17.5
711,5,58740,2019,21.21,1197,1197,8180,5.99
712,7,100000,2019,11.36,2755,2755,1715,15.5
713,5,18700,2020,15.8,1997,1997,24674,83
714,5,83690,2017,17.8,1198,1198,867,4.54
715,5,11000,2018,15,1991,1991,1944,50
716,5,50900,2012,17.71,1197,1197,789,2.95
717,5,25000,2021,16.1,1950,1950,19176,64
718,5,78651,2015,18.9,1197,1197,82,3.79
719,5,50000,2019,21.56,1462,1462,10325,7.5
720,5,9818,2023,19.4,999,999,11398,13.9
721,5,49230,2019,25.1,1248,1248,885,8.7
722,5,65000,2018,17,1591,1591,1213,8.85
723,5,69000,2017,20.68,1995,1995,188,19.9
725,5,75163,2016,21.4,1197,1197,831,5.14
726,5,6900,2022,20.65,1462,1462,10325,10.25
727,5,89961,2015,18,1198,1198,867,3.74
728,5,4000,2022,19.62,1995,1995,18740,54
729,5,54000,2021,14.6,1956,1956,16767,17.5
730,5,58740,2019,21.21,1197,1197,8180,5.99
731,7,100000,2019,11.36,2755,2755,1715,15.5
732,5,18700,2020,15.8,1997,1997,24674,83
733,5,83690,2017,17.8,1198,1198,867,4.54
734,5,11000,2018,15,1991,1991,1944,50
735,5,50900,2012,17.71,1197,1197,789,2.95
736,5,25000,2021,16.1,1950,1950,19176,64
737,5,78651,2015,18.9,1197,1197,82,3.79
738,5,50000,2019,21.56,1462,1462,10325,7.5
739,5,9818,2023,19.4,999,999,11398,13.9
740,5,49230,2019,25.1,1248,1248,885,8.7
741,5,65000,2018,17,1591,1591,1213,8.85
742,5,69000,2017,20.68,1995,1995,188,19.9
743,5,67000,2018,17.1,1956,1956,170,10.9
744,5,76685,2018,17,1497,1497,12131,6.95
746,5,101954,2019,20.45,1461,1461,1085,6.68
747,7,42000,2017,10.91,3198,3198,197,24.5
748,5,42000,2017,18.7,1199,1199,887,5.45
749,5,68897,2016,18.9,1197,1197,82,5
751,4,26000,2021,13.32,1998,1998,25479,65
752,5,105568,2017,23.65,1248,1248,885,4.63
753,7,54000,2018,12.62,2198,2198,158,24
754,5,61383,2019,18.15,998,998,11835,9.63
755,5,75000,2015,19.27,2143,2143,170,18.5
757,5,77130,2013,15.5,1198,1198,867,4
758,5,56426,2018,18,1969,1969,190,29.9
759,7,75000,2016,14.75,2967,2967,245,39.9
760,5,69018,2017,20.73,1373,1373,911,5.75
761,5,57000,2018,19.67,1582,1582,1262,10.75
762,5,76000,2018,15.8,1591,1591,1213,9.3
763,5,67000,2018,17.1,1956,1956,170,10.9
764,5,76685,2018,17,1497,1497,12131,6.95
766,5,101954,2019,20.45,1461,1461,1085,6.68
767,7,42000,2017,10.91,3198,3198,197,24.5
768,5,42000,2017,18.7,1199,1199,887,5.45
769,5,68897,2016,18.9,1197,1197,82,5
771,4,26000,2021,13.32,1998,1998,25479,65
772,5,105568,2017,23.65,1248,1248,885,4.63
773,7,54000,2018,12.62,2198,2198,158,24
774,5,61383,2019,18.15,998,998,11835,9.63
775,5,75000,2015,19.27,2143,2143,170,18.5
777,5,77130,2013,15.5,1198,1198,867,4
778,5,56426,2018,18,1969,1969,190,29.9
779,7,75000,2016,14.75,2967,2967,245,39.9
780,5,69018,2017,20.73,1373,1373,911,5.75
781,5,57000,2018,19.67,1582,1582,1262,10.75
782,5,76000,2018,15.8,1591,1591,1213,9.3
783,5,29000,2021,1451,141,141,250,16.5
784,5,65710,2019,18.15,998,998,11835,8.66
785,5,51763,2019,24.3,1248,1248,885,8
786,5,19133,2021,18.55,1462,1462,10325,9.74
787,5,22000,2018,12.95,1999,1999,15288,19.25
788,7,145000,2016,12.55,2982,2982,1685,18
789,5,42733,2015,20.73,1373,1373,911,6.82
790,5,30300,2017,17.84,1395,1395,14751,24.8
791,5,14000,2022,1991,30173,30173,400,48.5
792,5,59215,2019,19.87,1461,1461,838,7.8
793,5,22000,2018,7.81,2996,2996,36207,93
794,5,91724,2019,14.8,1591,1591,1213,10.76
795,7,52000,2017,12.9,2755,2755,1745,25.5
796,5,19900,2020,18.8,3456,3456,25881,82
797,5,72503,2015,998,671,671,90,3.21
799,5,38000,2020,16.34,1950,1950,24138,69.5
800,5,67633,2017,28.09,1248,1248,885,6.61
801,4,45000,2019,17.09,2993,2993,2614,43
802,5,61000,2015,18,1198,1198,867,4.6
803,5,29000,2021,1451,141,141,250,16.5
804,5,65710,2019,18.15,998,998,11835,8.66
805,5,51763,2019,24.3,1248,1248,885,8
806,5,19133,2021,18.55,1462,1462,10325,9.74
807,5,22000,2018,12.95,1999,1999,15288,19.25
808,7,145000,2016,12.55,2982,2982,1685,18
809,5,42733,2015,20.73,1373,1373,911,6.82
810,5,30300,2017,17.84,1395,1395,14751,24.8
811,5,14000,2022,1991,30173,30173,400,48.5
812,5,59215,2019,19.87,1461,1461,838,7.8
813,5,22000,2018,7.81,2996,2996,36207,93
814,5,91724,2019,14.8,1591,1591,1213,10.76
815,7,52000,2017,12.9,2755,2755,1745,25.5
816,5,19900,2020,18.8,3456,3456,25881,82
817,5,72503,2015,998,671,671,90,3.21
819,5,38000,2020,16.34,1950,1950,24138,69.5
820,5,67633,2017,28.09,1248,1248,885,6.61
821,4,45000,2019,17.09,2993,2993,2614,43
822,5,61000,2015,18,1198,1198,867,4.6
823,5,30000,2017,19.27,2143,2143,170,27.5
824,5,103030,2017,15.63,1499,1499,1104,6.82
825,6,19123,2019,19.01,1462,1462,1032,10.25
826,7,70767,2019,15.1,2179,2179,15287,11.6
827,5,25000,2019,15,1991,1991,1944,49.75
828,5,58525,2017,15.29,1591,1591,1213,8.5
829,5,77353,2016,21.4,1197,1197,831,5.2
830,5,59200,2018,21.4,1197,1197,831,6.25
831,5,25000,2022,1950,24138,24138,500,79.9
832,5,99230,2018,25.1,1248,1248,885,6.55
833,5,80000,2017,18.6,1197,1197,8183,5.25
834,5,50840,2018,20.73,1373,1373,911,6.72
835,5,1000,2023,16.9,1496,1496,20115,59.75
836,5,150000,2012,15.6,1497,1497,1163,4.5
837,5,111142,2017,21.4,1197,1197,831,5.01
838,5,133477,2014,11.7,1796,1796,178,8.5
839,7,23000,2021,2755,20115,20115,500,43
840,5,120802,2018,25.1,1248,1248,885,5.97
841,7,41000,2021,14.08,1956,1956,16767,20
842,5,50000,2015,19.16,2494,2494,1577,12.5
843,5,30000,2017,19.27,2143,2143,170,27.5
844,5,103030,2017,15.63,1499,1499,1104,6.82
845,6,19123,2019,19.01,1462,1462,1032,10.25
846,7,70767,2019,15.1,2179,2179,15287,11.6
847,5,25000,2019,15,1991,1991,1944,49.75
848,5,58525,2017,15.29,1591,1591,1213,8.5
849,5,77353,2016,21.4,1197,1197,831,5.2
850,5,59200,2018,21.4,1197,1197,831,6.25
851,5,25000,2022,1950,24138,24138,500,79.9
852,5,99230,2018,25.1,1248,1248,885,6.55
853,5,80000,2017,18.6,1197,1197,8183,5.25
854,5,50840,2018,20.73,1373,1373,911,6.72
855,5,1000,2023,16.9,1496,1496,20115,59.75
856,5,150000,2012,15.6,1497,1497,1163,4.5
857,5,111142,2017,21.4,1197,1197,831,5.01
858,5,133477,2014,11.7,1796,1796,178,8.5
859,7,23000,2021,2755,20115,20115,500,43
860,5,120802,2018,25.1,1248,1248,885,5.97
861,7,41000,2021,14.08,1956,1956,16767,20
862,5,50000,2015,19.16,2494,2494,1577,12.5
863,5,7900,2021,13.5,2925,2925,28161,1.5
864,5,42334,2019,20.04,1462,1462,10325,8.29
865,5,150000,2012,15.6,1497,1497,1163,4.25
866,5,98275,2015,20.85,1197,1197,8314,3.97
867,5,57500,2019,13.33,2995,2995,33525,1.8
868,5,65000,2018,17.5,1199,1199,887,6.85
869,5,52235,2018,17,1591,1591,1213,7.45
870,5,50158,2015,17.4,1497,1497,1173,6.95
871,5,34000,2020,16.1,1950,1950,1917,44.9
872,5,69820,2017,17.5,1498,1498,996,5.44
873,7,71000,2019,11.36,2755,2755,1715,20.5
874,5,82415,2018,20.89,1197,1197,8180,5.34
875,7,70000,2017,11,2987,2987,258,51.5
876,5,150000,2012,15.6,1497,1497,1163,4.5
877,5,71070,2018,19.6,1461,1461,10845,7.22
878,5,83000,2016,14.8,1595,1595,12069,12.65
879,5,107834,2020,18.27,998,998,11835,7.99
880,5,55000,2018,21.01,1197,1197,8180,6.75
881,5,55000,2017,9.7,2996,2996,32855,45.45
882,5,7900,2021,13.5,2925,2925,28161,1.5
883,5,42334,2019,20.04,1462,1462,10325,8.29
884,5,150000,2012,15.6,1497,1497,1163,4.25
885,5,98275,2015,20.85,1197,1197,8314,3.97
886,5,57500,2019,13.33,2995,2995,33525,1.8
887,5,65000,2018,17.5,1199,1199,887,6.85
888,5,52235,2018,17,1591,1591,1213,7.45
889,5,50158,2015,17.4,1497,1497,1173,6.95
890,5,34000,2020,16.1,1950,1950,1917,44.9
891,5,69820,2017,17.5,1498,1498,996,5.44
892,7,71000,2019,11.36,2755,2755,1715,20.5
893,5,82415,2018,20.89,1197,1197,8180,5.34
894,7,70000,2017,11,2987,2987,258,51.5
895,5,150000,2012,15.6,1497,1497,1163,4.5
896,5,71070,2018,19.6,1461,1461,10845,7.22
897,5,83000,2016,14.8,1595,1595,12069,12.65
898,5,107834,2020,18.27,998,998,11835,7.99
899,5,55000,2018,21.01,1197,1197,8180,6.75
900,5,55000,2017,9.7,2996,2996,32855,45.45
901,5,25000,2020,11.2,2400,2400,215,52
902,5,48539,2014,1197,8580,8580,114,3.21
903,5,65000,2015,16.8,1497,1497,1163,6.25
904,5,86916,2014,18.9,1197,1197,82,3.68
905,5,11000,2016,18.8,3456,3456,259,66
906,5,108662,2019,17,1198,1198,1085,7.12
907,5,130000,2012,15.6,1497,1497,1163,4.5
908,4,29000,2019,10.63,2979,2979,410,71
909,5,63307,2018,18.9,1197,1197,8186,5.44
910,5,84000,2018,16.38,1995,1995,18246,15.9
911,5,101927,2016,21.4,1197,1197,831,5.14
912,4,31900,2017,16.47,1998,1998,231,31
913,5,76000,2015,12,1991,1991,18103,23.9
914,5,40775,2019,20.04,1462,1462,10325,8.14
915,5,18346,2020,13.5,2925,2925,28161,97
917,5,59710,2018,25.1,1248,1248,885,7.8
918,5,40000,2020,17.4,1497,1497,1176,10.95
920,5,25000,2020,11.2,2400,2400,215,52
921,5,48539,2014,1197,8580,8580,114,3.21
922,5,65000,2015,16.8,1497,1497,1163,6.25
923,5,86916,2014,18.9,1197,1197,82,3.68
924,5,11000,2016,18.8,3456,3456,259,66
925,5,108662,2019,17,1198,1198,1085,7.12
926,5,130000,2012,15.6,1497,1497,1163,4.5
927,4,29000,2019,10.63,2979,2979,410,71
928,5,63307,2018,18.9,1197,1197,8186,5.44
929,5,84000,2018,16.38,1995,1995,18246,15.9
930,5,101927,2016,21.4,1197,1197,831,5.14
931,4,31900,2017,16.47,1998,1998,231,31
932,5,76000,2015,12,1991,1991,18103,23.9
933,5,40775,2019,20.04,1462,1462,10325,8.14
934,5,18346,2020,13.5,2925,2925,28161,97
936,5,59710,2018,25.1,1248,1248,885,7.8
937,5,40000,2020,17.4,1497,1497,1176,10.95
939,7,8000,2022,11.21,2995,2995,33525,87
940,5,67606,2019,17.5,1199,1199,887,6.82
941,5,72135,2016,15.73,1968,1968,17433,15.75
942,5,96658,2015,18.6,1197,1197,8183,5.1
943,5,29000,2017,17.84,1395,1395,14751,27.25
944,7,76000,2017,14.75,2967,2967,245,45
945,5,26750,2017,19.12,1373,1373,911,8.62
946,5,92762,2009,10.13,3498,3498,3649,8.25
947,5,14000,2018,19.33,1999,1999,177,35.5
948,5,43293,2018,19.49,1198,1198,6704,4.12
949,5,102786,2017,17,1497,1497,1186600,5.95
950,5,98751,2015,19.49,1198,1198,6704,2.98
951,5,53000,2017,12.8,2998,2998,2396,34.9
952,5,54776,2017,22.69,1995,1995,190,18.9
953,5,59870,2018,28.09,1248,1248,885,7.27
954,5,50000,2013,18.9,1197,1197,8186,3.95
955,5,38000,2021,8.13,2925,2925,28161,2.45
956,5,80330,2013,1197,8580,8580,114,2.93
957,5,94000,2015,16.8,1497,1497,1163,6.25
958,7,37800,2018,12.83,1999,1999,14831,37.9
959,7,8000,2022,11.21,2995,2995,33525,87
960,5,67606,2019,17.5,1199,1199,887,6.82
961,5,72135,2016,15.73,1968,1968,17433,15.75
962,5,96658,2015,18.6,1197,1197,8183,5.1
963,5,29000,2017,17.84,1395,1395,14751,27.25
964,7,76000,2017,14.75,2967,2967,245,45
965,5,26750,2017,19.12,1373,1373,911,8.62
966,5,92762,2009,10.13,3498,3498,3649,8.25
967,5,14000,2018,19.33,1999,1999,177,35.5
968,5,43293,2018,19.49,1198,1198,6704,4.12
969,5,102786,2017,17,1497,1497,1186600,5.95
970,5,98751,2015,19.49,1198,1198,6704,2.98
971,5,53000,2017,12.8,2998,2998,2396,34.9
972,5,54776,2017,22.69,1995,1995,190,18.9
973,5,59870,2018,28.09,1248,1248,885,7.27
974,5,50000,2013,18.9,1197,1197,8186,3.95
975,5,38000,2021,8.13,2925,2925,28161,2.45
976,5,80330,2013,1197,8580,8580,114,2.93
977,5,94000,2015,16.8,1497,1497,1163,6.25
978,7,37800,2018,12.83,1999,1999,14831,37.9
979,7,25000,2019,14.75,2967,2967,245,65.5
980,5,29294,2019,16.35,1956,1956,16767,13.65
981,5,6800,2023,16.8,1497,1497,11342,16.95
982,5,16847,2020,20.4,1194,1194,9493,5.94
983,5,70000,2017,17.9,2143,2143,1341,17.5
984,5,25500,2022,13.47,1984,1984,24559,55.8
985,5,65865,2018,19.6,1461,1461,10845,7.99
986,5,1000,2021,14.11,1984,1984,2413,55.9
987,5,60000,2018,14.7,1984,1984,181,38
988,5,54000,2020,21.19,1497,1497,10849,9.99
989,5,5500,2022,13.02,2998,2998,36878,72
990,5,20866,2021,17.1,1199,1199,8850,8.14
991,5,5000,2023,22.94,1197,1197,8850,9.85
992,5,130363,2010,18.6,1197,1197,858,1.3
993,7,73937,2018,17.3,1497,1497,121,8.99
994,5,40000,2017,1396,887,887,2197,7.99
995,5,15000,2020,1950,24138,24138,500,74.5
996,5,42014,2018,19.49,1198,1198,6704,4.25
997,5,34000,2021,13.96,1451,1451,141,16.4
998,5,73000,2018,24.3,1248,1248,885,7
999,5,59841,2019,25.1,1248,1248,885,8.74
1000,5,37000,2021,16.8,1497,1497,11342,15.25
1001,5,81949,2012,17.71,1197,1197,789,2.92
1002,5,50000,2017,1197,789,789,1117,4.25
1003,5,50000,2013,814,552,552,745,1.75
1004,5,34769,2020,18.3,1498,1498,11935,13.08
1005,5,79656,2015,1197,8180,8180,113,3.1
1006,5,55000,2019,12.6,1950,1950,194,34.75
1007,5,84310,2016,18.6,1197,1197,8183,5.64
1008,5,23000,2018,18.9,1197,1197,8186,5.15
1009,5,79362,2016,19.49,1198,1198,6704,3.42
1010,5,18000,2019,16.55,1995,1995,18774,49.5
1011,5,102511,2013,1197,8580,8580,114,2.49
1012,7,70000,2018,26.08,1462,1462,9119,7.65
1013,7,80000,2017,11,2987,2987,258,48.5
1014,5,105446,2015,18.9,1197,1197,82,3.75
1015,5,54000,2015,21.4,1197,1197,831,4.25
1016,5,75865,2013,1086,6805,6805,9904,2.65
1017,5,64690,2020,16.8,1497,1497,11343,10
1018,5,5103,2022,1197,8180,8180,1138,10.85
1019,4,52000,2015,624,3748,3748,51,1.5
1020,6,18706,2018,1198,82,82,115,4.24
1021,5,43687,2016,19.1,1197,1197,82,5.2
1022,5,51000,2019,18.15,998,998,11835,9.75
1023,5,60758,2012,16.8,1497,1497,1163,4.4
1024,5,42000,2020,23.7,1396,1396,887,10.5
1025,5,42261,2016,24.3,1248,1248,885,8.85
1026,5,75499,2015,1197,82,82,114,4.56
1027,5,120000,2013,22.7,1582,1582,12624,3.99
1028,5,87109,2015,1197,82,82,114,4.59
1029,7,69000,2019,18.49,1493,1493,100,8.5
1030,5,109000,2017,22,1498,1498,108495,6.25
1031,5,90001,2018,18.23,1582,1582,1262,10.75
1032,5,13000,2022,18.89,1498,1498,14751,16.5
1033,5,60000,2011,22.07,1199,1199,739,2.4
1034,5,75000,2010,1495,94,94,125,1.9
1035,6,76000,2019,17.99,1462,1462,1032,9.25
1036,7,82000,2014,20.77,1248,1248,8876,6.5
1037,5,42261,2016,24.3,1248,1248,885,8.85
1038,5,87109,2015,1197,82,82,114,4.59
1039,7,82000,2014,20.77,1248,1248,8876,6.5
1040,5,47057,2016,814,552,552,745,3.17
1041,5,123715,2019,17,1591,1591,1213,7.7
1043,5,36522,2021,19.01,1199,1199,8482,5.44
1044,5,63000,2016,16.09,1598,1598,1032,5.8
1045,5,23285,2018,17.74,999,999,7510,5.73
1046,5,14596,2021,20.7,1197,1197,8186,6.41
1047,5,48401,2013,14.84,2143,2143,170,12
1048,5,34377,2021,21.01,1197,1197,8180,7.57
1049,5,127000,2011,11.74,2987,2987,2548,11
1050,5,70000,2018,16.1,1950,1950,1917,39.95
1051,5,90000,2012,16.09,1995,1995,184,12
1052,5,65000,2017,21.7,1498,1498,9896,7.25
1053,5,80000,2020,17.1,1956,1956,17063,16.5
1054,7,89000,2014,24.2,1498,1498,986,5.5
1055,5,90000,2018,21.7,1498,1498,9896,7.75
1056,5,109000,2017,22.15,1498,1498,1086,7.25
1057,5,66302,2021,19.7,1497,1497,11505,11.24
1058,5,79247,2012,22.41,1197,1197,8850,4.1
1059,5,46000,2017,13.79,1998,1998,192,33
1060,5,82051,2017,27.39,1248,1248,74,6.07
1061,5,31655,2021,22.38,1197,1197,8850,7.75
1062,5,16000,2017,18.9,1197,1197,8186,5.75
1063,5,59965,2019,25.5,1498,1498,986,7.61
1064,5,60000,2009,17,1197,1197,805200,1.75
1065,5,103209,2017,21.4,1197,1197,831,5.02
1066,5,29497,2017,21.4,1197,1197,831,5.59
1067,5,51000,2012,1197,789,789,1117,2.9
1068,5,22849,2020,20.7,1197,1197,8186,6.83
1069,5,66000,2018,22.54,1396,1396,8873,5.75
1070,5,43000,2019,20.68,1995,1995,190,29.5
1071,5,68000,2019,24.3,1248,1248,885,7.5
1072,5,61000,2018,17.9,2143,2143,170,37.5
1073,5,35000,2018,20.65,1462,1462,10325,6.8
